,MKT-Rf,SMB,HML,MOM,Rf
1991-07-01,-0.00898238,-0.004638518728695057,-0.009143906786333963,0.0017345516404459714,0.000472087
1991-07-02,-0.014890944000000001,0.003644484669902707,-0.003447260582486977,0.0025476958676935,0.00047093300000000004
1991-07-03,0.000425996,0.002556592501131839,0.0010297641214352966,0.0009353742152202991,0.00046977900000000003
1991-07-04,0.018109202,-0.00011579124039969382,-0.002333076964871906,0.0029004663974119263,0.00046977900000000003
1991-07-05,-0.007221203,0.0004862683766543273,-0.008789278271672085,0.005028439778783677,0.000468624
1991-07-06,0.010590309999999999,-0.00028852726127982873,0.003953703282655648,0.0036857919221328786,0.00046746900000000003
1991-07-08,-0.004934796,-0.0067293856040913464,-0.007545076482850473,0.009150097410982529,0.00046284300000000005
1991-07-09,-0.0009022820000000001,-0.01171923509161237,0.008607455256401525,-0.00036895325191653883,0.00046284300000000005
1991-07-10,0.011894544,-0.01160040608370813,-0.0011154744941512728,0.01109597748418988,0.00046399999999999995
1991-07-11,0.015684229,-0.017737917835254798,0.0058632278084487215,-0.007978396639417403,0.00046399999999999995
1991-07-12,0.007006955,-0.022301373949657262,0.004461787376710154,-0.0017511282605558376,0.00046399999999999995
1991-07-13,-0.002490709,2.0957910326403068e-05,-0.010554212569791794,0.0007204739730469738,0.00046399999999999995
1991-07-15,0.000998926,0.006292646104838371,0.0037966306168394286,0.0027074935993520897,0.00046515699999999995
1991-07-16,0.023318916,-0.004549788890739544,0.001607927589548479,0.004514944553519522,0.00046515699999999995
1991-07-18,-0.002323065,-0.005305871338561471,0.00485864665879302,-0.00020797163670811109,0.00046515699999999995
1991-07-19,0.0036577699999999994,-0.00991723468995829,-0.0008254104639985058,-0.0007059061492436301,0.000464926
1991-07-20,0.009876793,-0.024788289499194618,5.866680268732348e-05,-0.003114894268283411,0.000464231
1991-07-22,-0.0023134510000000002,-0.00376427221352849,0.013104419584615223,-0.008465384660229176,0.000463537
1991-07-23,0.011432898,0.0026674129957204914,0.009113546858897904,-0.002843909081394979,0.00046191699999999995
1991-07-24,-0.003132798,-0.0009934535362881788,-0.009690240631793079,0.0042773262448902605,0.00046052699999999996
1991-07-25,0.014623724,0.009492359689684753,0.0022171055216450497,0.004181818378005616,0.00045936800000000004
1991-07-26,0.027540465,-0.0020090828986777647,-0.00048354353425675983,0.004599094034814332,0.000457281
1991-07-27,0.029908492,-0.0020640589031778907,-0.0016025886416644458,-0.0019002434105787579,0.000457049
1991-07-29,0.027838733,-0.005618448621312298,0.0025681088647742795,-0.011966634026936589,0.000455889
1991-07-30,-0.024213265,-0.002186354634086299,0.003974552796732055,-0.005576781554642609,0.00045496
1991-07-31,-0.003354422,0.0037812620958694847,0.011069999445407593,-0.005773085060269356,0.000453567
1991-08-01,0.024834915000000003,-0.005572697926506767,-0.014185355699528824,0.015550317633145724,0.000453567
1991-08-02,0.020173147,-0.01276477554507588,-0.008616341857051176,-0.001342706904855353,0.000453567
1991-08-03,0.012952603,-0.012765711110078466,0.0020678602415186535,-0.01962481050063265,0.000453799
1991-08-05,0.006034728,-0.010605033904483328,0.009701718309371398,-0.01964455022569126,0.000454496
1991-08-06,-0.028537084,-0.012371928129529383,0.00859693314559632,-0.009127589327956558,0.000454264
1991-08-07,-0.005267726,0.011664750926140777,0.010524785510232202,0.0069391062219170616,0.000454264
1991-08-08,0.009069727,0.0013728892087875753,-0.0015968895022538702,0.0023751526697262607,0.00045472800000000005
1991-08-09,-0.03206087999999999,0.0020993661948347144,-0.0075560846574061705,0.000419040471197449,0.000455657
1991-08-10,-0.021963782,0.013858848383609573,0.007053434523499356,0.0030104574504371557,0.000455425
1991-08-12,0.004656991,0.0032713200178544847,0.0008744972154024686,0.0007680720202561143,0.000455889
1991-08-13,-0.023777978999999998,-0.011081755455929395,0.0058680878458381176,-0.009369364696988553,0.000457281
1991-08-14,0.012713186,0.0032851037647748903,-0.0029491673841234856,0.012128430707041185,0.00045913599999999996
1991-08-16,-0.005159708,-0.01552850907866039,-0.006489468132089208,0.013721382205976466,0.00046052699999999996
1991-08-17,-0.042423471000000004,0.00135135713789658,3.902934461749849e-05,0.007110438309521842,0.00046052699999999996
1991-08-19,0.024148129999999997,0.010066781860243172,0.006550120436420441,0.00034525982542568667,0.00046284300000000005
1991-08-20,0.005310068,-0.016701873285500525,0.00705756850152902,-0.0008498281062779348,0.000461685
1991-08-21,0.038506404,0.0017272680626367492,0.0013213358783576664,-0.005226729655426341,0.00046122199999999996
1991-08-22,-0.021759083,-0.012513679461505944,-0.006820107048752938,-0.01014040882873957,0.00046052699999999996
1991-08-23,-0.006075158,0.004369550236475341,0.004333506277420674,0.00017437706621078672,0.00046006300000000003
1991-08-24,0.004212164,0.0011039930485730398,-0.003672297759664758,0.005028535695164682,0.00046006300000000003
1991-08-26,-0.01566691,-0.0005485696101600562,-0.009407404951606212,0.00602859539043053,0.00046006300000000003
1991-08-27,0.0023475980000000002,0.0028676001334916965,0.0033431794274882756,0.007603489936344068,0.000462611
1991-08-28,-0.010343006,0.0017876998372779558,0.000641999991761657,-0.004660418689779279,0.000462611
1991-08-29,0.0006607550000000001,0.0023944082165170784,0.0003274497313660212,0.0030144591775202022,0.000462611
1991-08-30,-0.0049801789999999995,-0.003856084268710106,0.0061122825823829675,-0.0002050904396129821,0.000462611
1991-08-31,-0.012159117,-0.002791229055625642,0.0022966200847771177,0.004853969309952216,0.000462611
1991-09-02,0.0003518269999999999,9.652833176265405e-05,-0.0039790127714984455,0.0029027495766799595,0.00046284300000000005
1991-09-03,0.011184161,-0.005423042076808093,0.0029768010786358212,0.00015688905814368898,0.000463537
1991-09-04,-0.013235516,-0.004941829517203803,0.006269102248851073,0.0012116655528477986,0.000463769
1991-09-05,-0.000272279,-0.004090786776201238,0.006995932460891622,-0.00091375311991089,0.000464926
1991-09-06,0.009846871,-0.009442561713128931,0.00018293619889781908,0.005607183041147082,0.00046515699999999995
1991-09-07,0.01031355,-0.00896489628613119,0.0029087307784046693,0.002728944935487367,0.00046515699999999995
