Symbol Name,1990-01-31,1990-02-28,1990-03-31,1990-04-30,1990-05-31,1990-06-30,1990-07-31,1990-08-31,1990-09-30,1990-10-31,1990-11-30,1990-12-31,1991-01-31,1991-02-28,1991-03-31,1991-04-30,1991-05-31,1991-06-30,1991-07-31,1991-08-31,1991-09-30,1991-10-31,1991-11-30,1991-12-31,1992-01-31,1992-02-29,1992-03-31,1992-04-30,1992-05-31,1992-06-30,1992-07-31,1992-08-31,1992-09-30,1992-10-31,1992-11-30,1992-12-31,1993-01-31,1993-02-28,1993-03-31,1993-04-30,1993-05-31,1993-06-30,1993-07-31,1993-08-31,1993-09-30,1993-10-31,1993-11-30,1993-12-31,1994-01-31,1994-02-28,1994-03-31,1994-04-30,1994-05-31,1994-06-30,1994-07-31,1994-08-31,1994-09-30,1994-10-31,1994-11-30,1994-12-31,1995-01-31,1995-02-28,1995-03-31,1995-04-30,1995-05-31,1995-06-30,1995-07-31,1995-08-31,1995-09-30,1995-10-31,1995-11-30,1995-12-31,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-14
코스피,896.1600 ,861.5900 ,840.8900 ,688.6600 ,797.9500 ,706.7900 ,678.3800 ,606.8700 ,602.8800 ,690.1600 ,697.0300 ,696.1100 ,635.4000 ,675.5700 ,659.8500 ,645.6100 ,611.3500 ,605.2700 ,717.0300 ,683.1100 ,705.0800 ,695.9400 ,652.1100 ,610.9200 ,680.5100 ,612.5000 ,606.3200 ,615.9700 ,574.2000 ,552.0300 ,509.9500 ,562.8000 ,513.8200 ,615.5800 ,663.3600 ,678.4400 ,670.5600 ,642.9600 ,666.7500 ,721.5700 ,752.3100 ,748.8700 ,729.9400 ,664.8800 ,718.8700 ,750.7200 ,811.0600 ,866.1800 ,945.7100 ,918.8800 ,867.2200 ,908.7200 ,939.4900 ,933.3600 ,927.9700 ,944.2300 ,1050.5100 ,1105.6200 ,1074.4100 ,1027.3700 ,925.5600 ,885.6900 ,931.7800 ,897.0000 ,882.5000 ,894.4100 ,933.5700 ,914.0600 ,982.6500 ,990.2600 ,930.9200 ,882.9400 ,878.8200 ,852.8300 ,874.1600 ,980.9000 ,903.0900 ,817.4300 ,821.7100 ,781.4900 ,789.6700 ,757.5900 ,726.4800 ,651.2200 ,685.8400 ,676.5300 ,677.3400 ,703.2300 ,756.7700 ,745.4000 ,726.1200 ,695.3700 ,647.1100 ,470.7900 ,407.8600 ,376.3100 ,567.3800 ,558.9800 ,481.0400 ,421.2200 ,332.0300 ,297.8800 ,343.3300 ,310.1600 ,310.3200 ,403.4400 ,451.8800 ,562.4600 ,571.4300 ,520.0600 ,618.9800 ,752.5900 ,736.0200 ,883.0000 ,969.7200 ,937.8800 ,836.1800 ,833.5100 ,996.6600 ,1028.0700 ,943.8800 ,828.3800 ,860.9400 ,725.3900 ,731.8800 ,821.2200 ,705.9700 ,688.6200 ,613.2200 ,514.4800 ,509.2300 ,504.6200 ,617.9100 ,578.1000 ,523.2200 ,577.3600 ,612.1600 ,595.1300 ,541.5500 ,545.1100 ,479.6800 ,537.8100 ,643.8900 ,693.7000 ,748.0700 ,819.9900 ,895.5800 ,842.3400 ,796.4000 ,742.7200 ,717.9900 ,736.4000 ,646.4200 ,658.9200 ,724.8000 ,627.5500 ,591.8600 ,575.4300 ,535.7000 ,599.3500 ,633.4200 ,669.9300 ,713.5200 ,759.4700 ,697.5200 ,782.3600 ,796.1800 ,810.7100 ,848.5000 ,883.4200 ,880.5000 ,862.8400 ,803.8400 ,785.7900 ,735.3400 ,803.5700 ,835.0900 ,834.8400 ,878.0600 ,895.9200 ,932.7000 ,1011.3600 ,965.6800 ,911.3000 ,970.2100 ,1008.1600 ,1111.2900 ,1083.3300 ,1221.0100 ,1158.1100 ,1297.4400 ,1379.3700 ,1399.8300 ,1371.5900 ,1359.6000 ,1419.7300 ,1317.7000 ,1295.1500 ,1297.8200 ,1352.7400 ,1371.4100 ,1364.5500 ,1432.2100 ,1434.4600 ,1360.2300 ,1417.3400 ,1452.5500 ,1542.2400 ,1700.9100 ,1743.6000 ,1933.2700 ,1873.2400 ,1946.4800 ,2064.8500 ,1906.0000 ,1897.1300 ,1624.6800 ,1711.6200 ,1703.9900 ,1825.4700 ,1852.0200 ,1674.9200 ,1594.6700 ,1474.2400 ,1448.0600 ,1113.0600 ,1076.0700 ,1124.4700 ,1162.1100 ,1063.0300 ,1206.2600 ,1369.3600 ,1395.8900 ,1390.0700 ,1557.2900 ,1591.8500 ,1673.1400 ,1580.6900 ,1555.6000 ,1682.7700 ,1602.4300 ,1594.5800 ,1692.8500 ,1741.5600 ,1641.2500 ,1698.2900 ,1759.3300 ,1742.7500 ,1872.8100 ,1882.9500 ,1904.6300 ,2051.0000 ,2069.7300 ,1939.3000 ,2106.7000 ,2192.3600 ,2142.4700 ,2100.6900 ,2133.2100 ,1880.1100 ,1769.6500 ,1909.0300 ,1847.5100 ,1825.7400 ,1955.7900 ,2030.2500 ,2014.0400 ,1981.9900 ,1843.4700 ,1854.0100 ,1881.9900 ,1905.1200 ,1996.2100 ,1912.0600 ,1932.9000 ,1997.0500 ,1961.9400 ,2026.4900 ,2004.8900 ,1963.9500 ,2001.0500 ,1863.3200 ,1914.0300 ,1926.3600 ,1996.9600 ,2030.0900 ,2044.8700 ,2011.3400 ,1941.1500 ,1979.9900 ,1985.6100 ,1961.7900 ,1994.9600 ,2002.2100 ,2076.1200 ,2068.5400 ,2020.0900 ,1964.4300 ,1980.7800 ,1915.5900 ,1949.2600 ,1985.8000 ,2041.0300 ,2127.1700 ,2114.8000 ,2074.2000 ,2030.1600 ,1941.4900 ,1962.8100 ,2029.4700 ,1991.9700 ,1961.3100 ,1912.0600 ,1916.6600 ,1995.8500 ,1994.1500 ,1983.4000 ,1970.3500 ,2016.1900 ,2034.6500 ,2043.6300 ,2008.1900 ,1983.4800 ,2026.4600 ,2067.5700 ,2091.6400 ,2160.2300 ,2205.4400 ,2347.3800 ,2391.7900 ,2402.7100 ,2363.1900 ,2394.4700 ,2523.4300 ,2476.3700 ,2467.4900 ,2566.4600 ,2427.3600 ,2445.8500 ,2515.3800 ,2423.0100 ,2326.1300 ,2295.2600 ,2322.8800 ,2343.0700 ,2029.6900 ,2096.8600 ,2041.0400 ,2204.8500 ,2195.4400 ,2140.6700 ,2203.5900 ,2041.7400 ,2130.6200 ,2024.5500 ,1967.7900 ,2063.0500 ,2083.4800 ,2087.9600 ,2197.6700 ,2119.0100 ,1987.0100 ,1754.6400 ,1947.5600 ,2029.6000 ,2108.3300 ,2183.6100 
시장금리:통화안정(364일)(%),14.5600 ,14.2100 ,14.2900 ,16.4400 ,16.2000 ,15.9400 ,15.4400 ,15.4000 ,15.8000 ,16.4100 ,16.7000 ,16.9100 ,16.0900 ,15.8800 ,16.4800 ,17.7000 ,18.1200 ,18.8000 ,18.0000 ,18.3900 ,19.2000 ,17.8000 ,17.4000 ,18.0000 ,15.1500 ,16.2000 ,16.5500 ,16.4500 ,16.5600 ,16.2900 ,15.3000 ,17.1100 ,16.4500 ,13.0000 ,14.2000 ,14.4000 ,12.8400 ,12.0000 ,11.1500 ,11.1000 ,11.4100 ,12.3000 ,13.2000 ,14.0000 ,13.0000 ,12.8000 ,12.2000 ,12.0000 ,11.7000 ,11.7000 ,12.2000 ,12.2000 ,12.1000 ,12.1000 ,12.2000 ,12.2000 ,12.7000 ,12.9000 ,13.3000 ,13.8500 ,14.0000 ,14.2000 ,14.2000 ,14.2000 ,14.2000 ,14.2000 ,14.0000 ,13.0500 ,12.8000 ,12.4000 ,11.8000 ,11.7500 ,11.9000 ,11.8500 ,11.7000 ,10.2000 ,11.5000 ,12.0500 ,12.4000 ,12.8000 ,12.8000 ,12.8000 ,12.8000 ,12.8000 ,12.8000 ,12.4000 ,12.6000 ,12.6000 ,12.6000 ,12.2000 ,12.2000 ,12.2000 ,12.8000 ,12.8000 ,14.3500 ,14.8000 ,14.8000 ,14.8000 ,14.8000 ,14.8000 ,14.8000 ,14.8000 ,11.7500 ,10.7000 ,11.1000 ,8.2000 ,8.0000 ,7.2500 ,6.9800 ,6.7600 ,6.7300 ,6.4600 ,6.6000 ,6.6000 ,7.9200 ,8.4000 ,8.5300 ,7.9300 ,8.6900 ,8.9900 ,8.6200 ,8.2900 ,8.3600 ,8.3500 ,8.3800 ,8.1500 ,7.3600 ,7.3000 ,7.3100 ,7.0600 ,7.0200 ,6.8300 ,5.7100 ,5.6500 ,6.1200 ,6.3100 ,5.8500 ,5.7300 ,5.3400 ,5.1000 ,4.2700 ,4.5400 ,5.2000 ,5.3400 ,5.0600 ,4.8600 ,5.3700 ,5.3400 ,5.3800 ,5.3900 ,5.1800 ,5.0300 ,5.0600 ,5.0900 ,5.0500 ,4.9900 ,4.6500 ,4.5600 ,4.6000 ,4.4600 ,4.2100 ,4.4600 ,4.1700 ,4.1500 ,4.0600 ,4.2400 ,4.6000 ,4.6600 ,4.5100 ,4.4000 ,4.1800 ,4.0700 ,4.0400 ,4.1400 ,3.9900 ,3.5000 ,3.4900 ,3.4200 ,3.2900 ,3.3100 ,3.7500 ,3.8000 ,3.7900 ,3.6400 ,3.5700 ,3.8000 ,3.7800 ,3.9100 ,4.3800 ,4.4600 ,4.6200 ,4.6700 ,4.5900 ,4.5600 ,4.5600 ,4.6000 ,4.5400 ,4.8200 ,4.7900 ,4.7500 ,4.6200 ,4.6600 ,4.8200 ,4.9500 ,5.0300 ,4.9300 ,4.8600 ,5.0800 ,5.1000 ,5.1900 ,5.2600 ,5.3900 ,5.4400 ,5.4000 ,5.5800 ,5.7100 ,5.0700 ,4.9400 ,5.1200 ,4.9900 ,5.2400 ,5.6300 ,5.8600 ,5.8700 ,5.9200 ,5.4800 ,5.1500 ,3.2500 ,2.6000 ,2.6700 ,2.7900 ,2.6200 ,2.4800 ,2.9700 ,2.8800 ,3.5200 ,3.5400 ,3.5200 ,3.1400 ,3.5200 ,3.2900 ,3.1200 ,2.7200 ,2.6800 ,2.9000 ,3.1300 ,3.1400 ,3.2000 ,2.9000 ,2.8500 ,2.9500 ,3.1100 ,3.5500 ,3.5700 ,3.5900 ,3.7100 ,3.5800 ,3.7000 ,3.8300 ,3.5100 ,3.5600 ,3.5800 ,3.4800 ,3.5000 ,3.4500 ,3.4700 ,3.5300 ,3.4700 ,3.3200 ,3.2900 ,2.8300 ,2.8200 ,2.8400 ,2.7800 ,2.8500 ,2.7800 ,2.7500 ,2.6400 ,2.5700 ,2.5700 ,2.6600 ,2.6900 ,2.6900 ,2.6600 ,2.6700 ,2.6630 ,2.7210 ,2.6870 ,2.6660 ,2.6580 ,2.6650 ,2.6700 ,2.6590 ,2.5990 ,2.4220 ,2.3540 ,2.2110 ,2.0840 ,2.0090 ,2.0870 ,1.9630 ,1.9990 ,1.7150 ,1.7620 ,1.6770 ,1.6110 ,1.6010 ,1.6030 ,1.5250 ,1.5770 ,1.6720 ,1.6320 ,1.5500 ,1.4640 ,1.4800 ,1.4820 ,1.5190 ,1.2840 ,1.2530 ,1.3200 ,1.3130 ,1.4280 ,1.6020 ,1.5640 ,1.4940 ,1.4620 ,1.4730 ,1.4710 ,1.4600 ,1.4690 ,1.4340 ,1.4760 ,1.5410 ,1.7660 ,1.8030 ,1.8670 ,1.8620 ,1.8590 ,1.8870 ,1.8680 ,1.8510 ,1.8540 ,1.8850 ,1.7830 ,1.8950 ,1.8900 ,1.8830 ,1.8400 ,1.8270 ,1.8430 ,1.7630 ,1.7450 ,1.6320 ,1.5470 ,1.3890 ,1.1770 ,1.3330 ,1.4000 ,1.3890 ,1.3690 ,1.2830 ,1.1430 ,1.0080 ,0.8170 ,0.6480 ,0.6760 ,0.6470 
