,MKT-Rf,SMB_devil,HML_devil,MOM,Rf
1991-02-01,0.0030546279999999998,0.0018520788475837832,-0.0009717723363512373,-0.0024683527164687325,0.00040765800000000003
1991-02-02,-0.0034483689999999997,0.0008381390531023358,-0.005519209788928434,-0.0002055784824050227,0.00040765800000000003
1991-02-04,-0.0017664830000000001,0.00048594466543363255,0.00039835806369776486,-0.0020814710910730602,0.00040742199999999995
1991-02-05,0.005495129999999999,-0.0039504954946813975,0.00612875259357165,-0.00156041243114654,0.00040742199999999995
1991-02-06,-0.0025311990000000005,0.0021325993900745727,-0.0030023911129166084,-0.009628398150540955,0.00040742199999999995
1991-02-07,-0.009015200999999999,-0.001630771704534269,0.002674056085665705,0.004133555598779523,0.00040742199999999995
1991-02-08,0.0034408729999999997,-0.002001581293050091,-0.0007084993359817299,-0.0014661790262259517,0.00040742199999999995
1991-02-09,-0.003100406,-0.003903339217960815,0.00029042168881564506,-0.00676305946575085,0.00040742199999999995
1991-02-11,0.029040305000000002,0.001031165014923647,0.0010432442893337944,0.0025835814647412942,0.00040836599999999996
1991-02-12,-0.005345799,-0.006323832400201235,-0.0050212684956862964,-0.01759109169202404,0.00040836599999999996
1991-02-13,0.044838258000000006,-0.004834754540333025,0.003994172259646413,0.003424585015189201,0.00040836599999999996
1991-02-18,-0.0072919560000000005,-0.008073355429620913,-0.0019758047880595875,-0.010663534836508816,0.000408602
1991-02-19,0.00027947299999999997,-0.0010972443624039936,-0.007705414649494204,-0.007242610790018909,0.00040765800000000003
1991-02-20,0.0028621469999999998,-0.00199487572131213,0.0008785035046833915,-0.004580666784091876,0.00040694900000000004
1991-02-21,0.0055450180000000005,0.004240182309803472,-0.0007777153236778658,-0.0068176718447823656,0.000406477
1991-02-22,0.013334567000000002,0.00397620139900035,0.004101770468734974,-0.00457972064619811,0.000406004
1991-02-23,0.010405595,-0.0022488553484085426,0.004759040246077137,-0.012516068194173627,0.00040576800000000004
1991-02-25,-0.022821577000000003,0.014915450523454178,-0.001268712564499513,-0.0019368888079721348,0.000405295
1991-02-26,-0.008613778,0.008029614019528432,-0.007698698773728741,0.021630732686796515,0.00040434900000000003
1991-02-27,0.0053424150000000005,0.00453336543691649,-0.014878236863062534,0.009552602823352652,0.00040411300000000005
1991-02-28,0.0025269819999999997,-0.006121052780593934,0.003859460021390761,-0.000793454853696105,0.000403876
1991-03-02,-0.010927084999999998,-0.0033880633727230514,0.006499142404034372,-0.008081802919682683,0.000403876
1991-03-04,-0.001283921,0.003266236612772891,0.004258719679653307,0.002555886199092791,0.000403876
1991-03-05,0.009359558,0.0037779882719637154,-0.002818485534994998,-0.0011995477467798088,0.00040411300000000005
1991-03-06,-0.0026215970000000003,-0.002478430013033073,-0.006954199152887343,-0.007260177704801401,0.000403876
1991-03-07,0.001181142,0.006072443263721248,-0.002620016156650091,-0.0034850671072336283,0.00040434900000000003
1991-03-08,0.0081615,0.0032329925118698205,-0.007041899327909722,-0.006059459662633269,0.00040434900000000003
1991-03-09,-0.0009177489999999999,0.007267274781077974,0.004915527072672256,-0.0011670319989405306,0.00040434900000000003
1991-03-11,0.0031901130000000005,0.006430926969962445,-0.0009540243130025192,-0.010358453473914135,0.000405531
1991-03-12,-0.007162542,0.007727495747552359,0.0025029159124702995,-0.0018154922702044206,0.000406477
1991-03-13,-0.00349854,0.0026777163418380467,-6.489832592989817e-05,-0.004666630912216709,0.000406713
1991-03-14,0.008247479,0.0028512727127601905,0.001041923660522779,-0.008229462541305728,0.00040694900000000004
1991-03-15,-0.005282712,0.01083454242855542,-0.009666086563779161,-0.010464494623032453,0.00040694900000000004
1991-03-16,-0.002599286,0.0004221403694582946,0.004618182647226615,0.0010717466593882213,0.00040694900000000004
1991-03-18,-0.009239803000000001,-0.011852053565860289,0.01285079212107516,0.025775003656873748,0.00040694900000000004
1991-03-19,-0.004573804999999999,0.004147891506987439,-0.0006337507172926495,-0.0030855424053746437,0.00040813
1991-03-20,-0.009356976999999999,-0.0014301032411918602,-0.002413507946172344,0.0020745279997545123,0.00040813
1991-03-21,-0.005746407,0.007260080108258444,-0.007920323673130959,-0.004260917080263997,0.000410019
1991-03-22,-0.000925539,-0.00036585216810734473,-0.00010272281722911551,0.0037498631126848137,0.000410255
1991-03-23,0.006503471,0.0022513318055679713,0.0009154899251735478,-0.005698984552430118,0.00041096300000000003
1991-03-25,-0.013770041,0.004489228918339028,-0.001970948827863148,-0.009838593858827242,0.00041261300000000004
1991-03-27,-0.005298889,0.003648988086641102,-0.0001006311940917725,0.0035384547489743685,0.000414735
1991-03-28,-0.005231305,0.003226311080663405,-0.0003911912331342514,0.0036337728481867643,0.000415206
1991-03-29,0.016550712999999998,-0.00267403118936848,0.001393417246946639,-0.0009229433661872249,0.00041803099999999997
1991-03-30,-0.015269890999999999,-0.0021272922698048567,-0.006188277033543139,0.001139430156619701,0.00041803099999999997
1991-04-01,-0.010403053999999998,0.002725867854209002,0.005162862024893083,-0.0005199939408924333,0.00041920699999999995
1991-04-02,0.008700756,-0.0007372620141437233,0.0014133254572927748,0.0004497895191555544,0.00042038300000000003
1991-04-03,0.00682579,-0.003272317476492309,0.00021876491344499562,0.00032298733954746247,0.000426724
1991-04-04,-0.005228091999999999,-0.003063942592101382,-0.0022381706500937066,-0.0008099887140698607,0.000427896
1991-04-06,-0.007401781999999999,-0.0011443414455805808,0.004408878342912573,0.003184808051081188,0.000427896
1991-04-08,-0.001087652,-0.0010977227326014775,-0.003417546214117051,-0.005675845619855699,0.00043796
1991-04-09,-0.0008898840000000001,0.0031502151102968546,-0.0051951381545760995,0.0034122902365394587,0.000440995
1991-04-10,-0.007088863000000001,0.0018722960139269345,-0.00038913052137098253,-0.004538408347035495,0.000445425
1991-04-11,-0.0035977509999999997,-0.0015034676637704983,0.0009677228401570549,0.0035866279213234665,0.000448685
1991-04-12,-0.00237666,0.0026160018392236833,-0.005019368197425364,-0.003454747373243043,0.000453102
1991-04-13,-0.006235363,0.003446249050316,-0.002958865858448041,-0.004064016772347519,0.000453567
1991-04-15,0.000949068,-0.0010824273878997023,-0.0007230204424860786,-0.0005997254013499495,0.000453567
1991-04-16,-0.004955759,-0.0014842762254040748,0.0003143302723592756,0.0020313213639865544,0.00045472800000000005
1991-04-17,-0.010990265,6.567111888361541e-05,0.0018132809094492885,-0.0020311283230734344,0.000461453
1991-04-18,0.0034335230000000004,0.001309875184513436,-0.0040854439447423445,-0.0002506368110806994,0.000464926
1991-04-19,-0.012815123999999999,-0.0009832575714609525,0.0011459425893715104,0.0017565510895026061,0.000464926
1991-04-20,-0.008457577999999999,0.003974685778662366,0.004037483595839739,-0.000987439541150683,0.000464926
