,MKT,Rf
1997-07-30,-0.001059307,0.000315427
1997-07-31,0.007340385,0.000315427
1997-08-01,-0.00139449,0.000315427
1997-08-02,0.005147653,0.000315427
1997-08-04,0.009084842,0.000315427
1997-08-05,0.006465459,0.000315427
1997-08-06,-0.000402334,0.000315427
1997-08-07,0.008935399,0.000315427
1997-08-08,0.011741865,0.000315427
1997-08-09,0.005559645,0.000315427
1997-08-11,-0.0028102,0.000315427
1997-08-12,-0.000249043,0.000315427
1997-08-13,-0.009112006,0.000315427
1997-08-14,-0.009751515,0.000315427
1997-08-16,-0.001496506,0.000315427
1997-08-18,-0.008029011,0.000315427
1997-08-19,0.006664059,0.000315427
1997-08-20,-0.009058869,0.000315427
1997-08-21,-0.003854112,0.000315427
1997-08-22,0.00809101,0.000315427
1997-08-23,-0.001104258,0.000315427
1997-08-25,-0.01042116,0.000315427
1997-08-26,-0.005108783,0.000315427
1997-08-27,-0.018376513,0.000315427
1997-08-28,-0.017562704,0.000315427
1997-08-29,-0.012637199,0.000315427
1997-08-30,-0.018939557,0.000315427
1997-09-01,0.009645265,0.000315427
1997-09-02,-0.000217776,0.000315427
1997-09-03,-0.000929382,0.000315427
1997-09-04,0.018793878,0.000315427
1997-09-05,0.002839126,0.000315427
1997-09-06,-0.0070137,0.000315427
1997-09-08,-0.012908679,0.000315427
1997-09-09,0.003846321,0.000315427
1997-09-10,0.005422053,0.000315427
1997-09-11,0.00569481,0.000315427
1997-09-12,0.000586275,0.000315427
1997-09-13,0.002358019,0.000315427
1997-09-18,-0.017436804,0.000315427
1997-09-19,-0.013335075,0.000315427
1997-09-20,-0.016941924,0.000315427
1997-09-22,-0.021063655,0.000315427
1997-09-23,0.002108899,0.000315427
1997-09-24,-0.0133435,0.000315427
1997-09-25,-0.013508501,0.000326397
1997-09-26,-0.013850155,0.000328829
1997-09-27,-0.006911125,0.000330044
1997-09-29,0.035260051,0.000330044
1997-09-30,-0.003384278,0.000330044
1997-10-01,-0.012823296,0.000330044
1997-10-02,0.014921857,0.000330044
1997-10-04,-0.003002399,0.000330044
1997-10-06,-0.022011456,0.000330044
1997-10-07,-0.031093757,0.000330044
1997-10-08,-0.001769216,0.000330044
1997-10-09,0.000787712,0.000330044
1997-10-10,0.017037256,0.000330044
1997-10-11,-0.011656966,0.000330044
1997-10-13,0.012528548,0.000330044
1997-10-14,-0.025681511,0.000330044
1997-10-15,-0.042150346,0.000330044
1997-10-16,0.010772551,0.000330044
1997-10-17,-0.001332217,0.000330044
1997-10-18,-0.032614458,0.000330044
1997-10-20,0.00213917,0.000330044
1997-10-21,0.060809738,0.000330044
1997-10-22,0.004556642,0.000330044
1997-10-23,-0.054878654,0.000330044
1997-10-24,-0.03930567,0.000330044
1997-10-25,-0.032818568,0.000330044
1997-10-27,-0.066337399,0.000330044
1997-10-28,0.022936521,0.000330044
1997-10-29,-0.042554871,0.000330044
1997-10-30,-0.029459058,0.000330044
1997-10-31,0.05613968,0.000330044
1997-11-01,0.029041471,0.000330044
1997-11-03,0.059551265,0.000330044
1997-11-04,0.02510468,0.000330044
1997-11-05,-0.003364883,0.000330044
1997-11-06,-0.069041472,0.000330044
1997-11-07,-0.038651746,0.000330044
1997-11-08,0.059753883,0.000330044
1997-11-10,-0.006110561,0.000330044
1997-11-11,-0.00884871,0.000332472
1997-11-12,0.003826161,0.000333686
1997-11-13,0.001039521,0.000334899
1997-11-14,-0.001230746,0.000334899
1997-11-15,-0.043109922,0.000334899
1997-11-17,-0.004668196,0.000334899
1997-11-18,0.016031213,0.000334899
1997-11-19,-0.028213852,0.000334899
1997-11-20,0.036158146,0.000353029
1997-11-21,-0.040784872,0.000361449
1997-11-22,-0.071668418,0.000361449
1997-11-24,-0.024520682,0.000385365
1997-11-25,-0.002024614,0.000406713
1997-11-26,-0.012764987,0.000407894
1997-11-27,-0.048926345,0.000384174
1997-11-28,-0.009832245,0.000367448
1997-11-29,-0.036041779,0.000367448
1997-12-01,-0.041433513,0.000378212
1997-12-02,0.006474381,0.000381791
1997-12-03,0.0698637,0.000381791
1997-12-04,0.069761711,0.000381791
1997-12-05,0.003708652,0.000381791
1997-12-06,-0.047965483,0.000381791
1997-12-08,-0.064677097,0.000378212
1997-12-09,0.030541237,0.000378212
1997-12-10,-0.056221083,0.000378212
1997-12-11,-0.070726343,0.000378212
1997-12-12,0.026063648,0.000378212
1997-12-13,0.072202768,0.000378212
1997-12-15,0.047848626,0.000378212
1997-12-16,0.035200119,0.000378212
1997-12-17,-0.051303496,0.000378212
1997-12-19,0.007984484,0.000378212
1997-12-20,-0.010320098,0.000378212
1997-12-22,-0.074988638,0.000378212
1997-12-23,-0.040697674,0.000378212
1997-12-24,0.067434913,0.000378212
1997-12-26,0.003092096,0.000378212
1997-12-27,0.024394781,0.000378212
1998-01-03,0.028535111,0.000378212
1998-01-05,0.024842997,0.000378212
1998-01-06,0.007579859,0.000378212
1998-01-07,0.035513653,0.000378212
1998-01-08,-0.023492782,0.000378212
1998-01-09,0.06468599,0.000378212
1998-01-10,0.034983438,0.000378212
1998-01-12,0.016527839,0.000378212
1998-01-13,0.024561177,0.000378212
1998-01-14,0.064929598,0.000378212
1998-01-15,-0.035337365,0.000378212
1998-01-16,0.01600082,0.000378212
1998-01-17,0.066262023,0.000378212
1998-01-19,0.009039847,0.000378212
1998-01-20,-0.050398276,0.000378212
1998-01-21,-0.04474401,0.000378212
1998-01-22,0.005929875,0.000378212
1998-01-23,0.046563694,0.000378212
1998-01-24,0.017879222,0.000378212
1998-01-26,0.076527071,0.000378212
1998-01-30,0.016209052,0.000378212
1998-01-31,-0.041770947,0.000378212
1998-02-02,0.012010742,0.000378212
1998-02-03,-0.005325239,0.000378212
1998-02-04,-0.035137407,0.000378212
1998-02-05,0.023482625,0.000378212
1998-02-06,0.004163197,0.000378212
1998-02-07,0.02126405,0.000378212
1998-02-09,-0.022499278,0.000378212
1998-02-10,-0.039924691,0.000378212
1998-02-11,-0.014707579,0.000378212
1998-02-12,-0.01227341,0.000378212
1998-02-13,-0.043619123,0.000378212
1998-02-14,-0.014748409,0.000378212
1998-02-16,-0.011006751,0.000378212
1998-02-17,0.033917707,0.000378212
1998-02-18,0.052734095,0.000378212
1998-02-19,0.016905249,0.000378212
1998-02-20,0.013061881,0.000378212
1998-02-21,0.026675489,0.000378212
1998-02-23,-0.003995875,0.000378212
1998-02-24,-0.045314204,0.000378212
1998-02-25,0.016654402,0.000378212
1998-02-26,0.04464932,0.000378212
1998-02-27,0.019255315,0.000378212
1998-02-28,0.027496512,0.000378212
1998-03-02,-0.006024201,0.000378212
1998-03-03,0.003275587,0.000378212
1998-03-04,-0.064739158,0.000378212
1998-03-05,-0.024510902,0.000378212
1998-03-06,0.006563965,0.000378212
1998-03-07,-0.034735161,0.000378212
1998-03-09,0.035157866,0.000378212
1998-03-10,0.010446,0.000378212
1998-03-11,0.009019866,0.000378212
1998-03-12,0.000597193,0.000378212
1998-03-13,-0.004849299,0.000378212
1998-03-14,-0.008771272,0.000378212
1998-03-16,-0.025279837,0.000378212
1998-03-17,0.004985354,0.000378212
1998-03-18,0.007045244,0.000378212
1998-03-19,0.008088475,0.000378212
1998-03-20,-0.008232722,0.000378212
1998-03-21,-0.018634255,0.000378212
1998-03-23,-0.006778668,0.000378212
1998-03-24,0.003363295,0.000378212
1998-03-25,-0.017661818,0.000378212
1998-03-26,0.003891206,0.000378212
1998-03-27,-0.013556492,0.000378212
1998-03-28,-0.028069963,0.000378212
1998-03-30,-0.002674517,0.000378212
1998-03-31,-0.02665059,0.000378212
1998-04-01,-0.031096493,0.000378212
1998-04-02,-0.042344487,0.000378212
1998-04-03,0.018414087,0.000378212
1998-04-04,-0.01475873,0.000378212
1998-04-06,0.054276014,0.000378212
1998-04-07,-0.008812394,0.000378212
1998-04-08,0.027616183,0.000378212
1998-04-09,0.000384525,0.000378212
1998-04-10,0.047705482,0.000378212
1998-04-11,0.008682714,0.000378212
1998-04-13,-0.055082948,0.000378212
1998-04-14,0.000513226,0.000378212
1998-04-15,-0.029324385,0.000378212
1998-04-16,-0.008631509,0.000378212
1998-04-17,-0.018990294,0.000378212
1998-04-18,-0.013471291,0.000378212
1998-04-20,0.007986597,0.000378212
1998-04-21,-0.016848432,0.000378212
1998-04-22,-0.035362775,0.000378212
1998-04-23,-0.004753445,0.000378212
1998-04-24,-0.007067734,0.000378212
1998-04-25,-0.01306999,0.000378212
1998-04-27,-0.009501538,0.000378212
1998-04-28,0.036432317,0.000378212
1998-04-29,0.009998801,0.000378212
1998-04-30,-0.034874887,0.000378212
1998-05-02,-0.036233488,0.000378212
1998-05-04,-0.039739663,0.000378212
1998-05-06,0.008611753,0.000378212
1998-05-07,-0.016944686,0.000378212
1998-05-08,0.004610766,0.000378212
1998-05-09,-0.035169175,0.000378212
1998-05-11,-0.026882018,0.000378212
1998-05-12,0.013414426,0.000378212
1998-05-13,0.01783611,0.000378212
1998-05-14,-0.027855844,0.000378212
1998-05-15,-0.001445455,0.000378212
1998-05-16,0.018960036,0.000378212
1998-05-18,0.009832869,0.000378212
1998-05-19,0.018315726,0.000378212
1998-05-20,-0.018609313,0.000378212
1998-05-21,-0.023820039,0.000378212
1998-05-22,0.006729437,0.000378212
1998-05-23,-0.067827552,0.000378212
1998-05-25,-0.059987948,0.000378212
1998-05-26,0.004775794,0.000378212
1998-05-27,0.030655863,0.000378212
1998-05-28,0.041907828,0.000378212
1998-05-29,-0.013664855,0.000378212
1998-05-30,0.014064994,0.000378212
1998-06-01,-0.037422037,0.000378212
1998-06-02,0.025794508,0.000378212
1998-06-03,0.027281477,0.000378212
1998-06-05,0.012736802,0.000378212
1998-06-08,-0.019255233,0.000378212
1998-06-09,-0.04327575,0.000378212
1998-06-10,0.012818143,0.000378212
1998-06-11,-0.080955278,0.000378212
1998-06-12,0.002383396,0.000378212
1998-06-13,-0.048215052,0.000378212
1998-06-15,-0.028486173,0.000378212
1998-06-16,0.085035714,0.000378212
1998-06-17,0.07136039,0.000378212
1998-06-18,-0.037574119,0.000378212
1998-06-19,0.007948669,0.000378212
1998-06-20,-0.01418844,0.000378212
1998-06-22,-0.025572654,0.000378212
1998-06-23,-0.005242161,0.000378212
1998-06-24,-0.003811481,0.000378212
1998-06-25,-0.006753834,0.000378212
1998-06-26,0.011254773,0.000378212
1998-06-27,-0.010930772,0.000378212
1998-06-29,-0.002411253,0.000378212
1998-06-30,0.05935276,0.000378212
1998-07-01,-0.012010394,0.000378212
1998-07-02,-0.010392276,0.00036265
1998-07-03,-0.002204,0.000348206
1998-07-04,0.00571707,0.000348206
1998-07-06,0.025483673,0.000334899
1998-07-07,0.004062992,0.000334899
1998-07-08,0.000721478,0.000334899
1998-07-09,-0.030531001,0.000334899
1998-07-10,-0.013935592,0.000338535
1998-07-11,-0.01180444,0.000339745
1998-07-13,0.017785446,0.000338535
1998-07-14,0.021810713,0.000338535
1998-07-15,0.054016974,0.000338535
1998-07-16,0.041864689,0.000332472
1998-07-18,0.061014585,0.000332472
1998-07-20,-0.001150118,0.000322745
1998-07-21,-0.007374712,0.000322745
1998-07-22,-0.056922695,0.000322745
1998-07-23,0.00682364,0.000322745
1998-07-24,-0.04464935,0.000322745
1998-07-25,0.004140787,0.000322745
1998-07-27,0.016767738,0.000322745
1998-07-28,0.027077804,0.000312984
1998-07-29,0.001451758,0.000310538
1998-07-30,-0.004580905,0.00030809
1998-07-31,-0.017009874,0.000304414
1998-08-01,-0.023763667,0.000304414
1998-08-03,0.011321213,0.000298276
1998-08-04,-0.031122449,0.000295817
1998-08-05,-0.007000589,0.000293356
1998-08-06,0.003556166,0.000293356
1998-08-07,-0.023002083,0.000293356
1998-08-08,-0.007508511,0.000293356
1998-08-10,-0.002243949,0.000293356
1998-08-11,-0.018955823,0.000293356
1998-08-12,-0.007663337,0.000295817
1998-08-13,0.005280354,0.000295817
1998-08-14,-0.00981583,0.000300733
1998-08-17,-0.034712552,0.000300733
1998-08-18,0.036922549,0.00030564
1998-08-19,0.048658496,0.00030564
1998-08-20,9.47598E-05,0.00030564
1998-08-21,-0.035657886,0.00030564
1998-08-22,-0.000589526,0.00030564
1998-08-24,0.01664755,0.00030564
1998-08-25,0.023627631,0.00030564
1998-08-26,-0.011462401,0.00030196
1998-08-27,-0.014653415,0.000290892
1998-08-28,-0.014645028,0.000282253
1998-08-29,0.017618688,0.000282253
1998-08-31,-0.001450864,0.000278542
1998-09-01,0.015143198,0.000278542
1998-09-02,0.001208651,0.000278542
1998-09-03,-0.00177902,0.000281016
1998-09-04,0.005123799,0.000281016
1998-09-05,0.039229965,0.000281016
1998-09-07,-0.005697398,0.000281016
1998-09-08,0.008794239,0.000284724
1998-09-09,0.029554705,0.000285959
1998-09-10,-0.054108276,0.000285959
1998-09-11,-0.000873335,0.000290892
1998-09-12,-0.019011644,0.000290892
1998-09-14,-0.01257001,0.000295817
1998-09-15,0.00928164,0.000295817
1998-09-16,-0.007312322,0.000295817
1998-09-17,-0.027888574,0.000295817
1998-09-18,-0.003242778,0.000295817
1998-09-19,-0.012548551,0.000295817
1998-09-21,-0.016271642,0.000295817
1998-09-22,-0.002323912,0.000295817
1998-09-23,0.064467509,0.000295817
1998-09-24,-0.022397426,0.000293356
1998-09-25,0.008262286,0.000293356
1998-09-26,-0.001860921,0.000293356
1998-09-28,0.021587675,0.000293356
1998-09-29,-0.006435501,0.000293356
1998-09-30,-0.015081206,0.000288427
1998-10-01,0.008539458,0.000276065
1998-10-02,0.016999189,0.000264892
1998-10-07,-0.026380427,0.000261158
1998-10-08,0.074503637,0.000258665
1998-10-09,0.031924625,0.000256171
1998-10-10,0.040599238,0.000256171
1998-10-12,-0.017292785,0.000248673
1998-10-13,0.000144475,0.000226056
1998-10-14,0.065322278,0.000223532
1998-10-15,0.014291913,0.000208336
1998-10-16,0.025293441,0.000203252
1998-10-17,-0.024773776,0.000204524
1998-10-19,0.038452282,0.000212143
1998-10-20,-0.019441226,0.000213411
1998-10-21,0.004516807,0.000213411
1998-10-22,-0.009646554,0.000213411
1998-10-23,0.005226619,0.000215944
1998-10-24,-0.019668601,0.000215944
1998-10-26,-0.034528019,0.000221005
1998-10-27,0.009655134,0.000222269
1998-10-28,0.017559287,0.000215944
1998-10-29,0.039022414,0.000215944
1998-10-30,0.048576998,0.000215944
1998-10-31,0.002900059,0.000215944
1998-11-02,0.007488693,0.000215944
1998-11-03,0.014301835,0.000213411
1998-11-04,0.011439766,0.000213411
1998-11-05,-0.004543281,0.000213411
1998-11-06,0.001825607,0.000213411
1998-11-07,0.017719273,0.000213411
1998-11-09,-0.04997055,0.000213411
1998-11-10,-0.006298978,0.000213411
1998-11-11,0.007037684,0.000214678
1998-11-12,0.00193299,0.000215944
1998-11-13,0.024536235,0.000215944
1998-11-14,0.019289267,0.000215944
1998-11-16,0.005258047,0.000215944
1998-11-17,-0.00162571,0.000215944
1998-11-18,0.040874121,0.000215944
1998-11-19,0.026912438,0.000214678
1998-11-20,0.009869075,0.000213411
1998-11-21,-0.007542632,0.000213411
1998-11-23,0.01504571,0.000213411
1998-11-24,0.007009853,0.000213411
1998-11-25,-0.037542294,0.000212143
1998-11-26,0.000918068,0.000210874
1998-11-27,0.019373602,0.000210874
1998-11-28,-0.008295659,0.000210874
1998-11-30,-0.013100823,0.000210874
1998-12-01,0.000874518,0.000210874
1998-12-02,0.003943094,0.000212143
1998-12-03,0.040681975,0.000212143
1998-12-04,0.052258009,0.000210874
1998-12-05,0.04852153,0.000209605
1998-12-07,-0.009076421,0.000205795
1998-12-08,0.032695891,0.000205795
1998-12-09,0.07804072,0.000205795
1998-12-10,-0.021916457,0.000199433
1998-12-11,0.007439163,0.000196884
1998-12-14,0.036760236,0.000191778
1998-12-15,-0.058445142,0.000191778
1998-12-16,-0.03128377,0.000191778
1998-12-17,-0.007638639,0.000191778
1998-12-18,0.07701248,0.000191778
1998-12-21,-0.030994038,0.000191778
1998-12-22,0.010552259,0.000191778
1998-12-23,0.003306054,0.000191778
1998-12-24,0.0127845,0.000191778
1998-12-28,0.044643175,0.000191778
1999-01-04,0.018687135,0.000190501
1999-01-05,0.023072425,0.000183078
1999-01-06,0.041201254,0.000182308
1999-01-07,-0.017660252,0.00017923
1999-01-08,0.023342328,0.000174863
1999-01-11,-0.015227397,0.00016327
1999-01-12,0.002915129,0.000166109
1999-01-13,-0.04519533,0.000166882
1999-01-14,0.016792959,0.000172806
1999-01-15,0.012935874,0.000174092
1999-01-18,-0.007068046,0.000175634
1999-01-19,-0.007587523,0.00017923
1999-01-20,-0.051171283,0.000178973
1999-01-21,-0.054051268,0.000188711
1999-01-22,-0.019652003,0.000190501
1999-01-25,-0.01580332,0.0001928
1999-01-26,0.063945937,0.000194332
1999-01-27,0.011093418,0.000193311
1999-01-28,-6.99949E-05,0.000186664
1999-01-29,0.017919955,0.000184615
1999-02-01,-0.024739113,0.000184615
1999-02-02,-0.024591031,0.000181539
1999-02-03,-0.005747023,0.000180257
1999-02-04,0.002253931,0.000180257
1999-02-05,-0.010899726,0.000180257
1999-02-08,-0.040338846,0.000180257
1999-02-09,0.00212083,0.000187175
1999-02-10,-0.000953307,0.000187687
1999-02-11,0.053016279,0.000184615
1999-02-12,-0.027837686,0.000183334
1999-02-18,-0.026528215,0.000183078
1999-02-19,-0.026217013,0.000183334
1999-02-22,-0.011032665,0.00018359
1999-02-23,-0.008868915,0.000183846
1999-02-24,0.001444565,0.000182821
1999-02-25,0.041912089,0.000182565
1999-02-26,0.026746914,0.00017923
1999-03-02,0.000973837,0.00017769
1999-03-03,-0.004116073,0.00017846
1999-03-04,0.011084183,0.00018
1999-03-05,0.062524387,0.000182565
1999-03-08,0.001766228,0.000181539
1999-03-09,-0.006249454,0.000181539
1999-03-10,0.022361972,0.000182308
1999-03-11,0.015120275,0.00018359
1999-03-12,0.002064997,0.000182821
1999-03-15,0.016570386,0.000182821
1999-03-16,-0.002176694,0.000182821
1999-03-17,-0.035868914,0.000181283
1999-03-18,0.043593907,0.000181539
1999-03-19,0.005825693,0.000181539
1999-03-22,0.010859907,0.000180257
1999-03-23,-0.004655403,0.00018
1999-03-24,-0.000670504,0.000179487
1999-03-25,-0.002094686,0.000178973
1999-03-26,-0.014300005,0.000178973
1999-03-29,0.028249622,0.000178973
1999-03-30,0.001504733,0.000178973
1999-03-31,0.028934699,0.00017846
1999-04-01,0.015528584,0.00017769
1999-04-02,0.03084511,0.000176148
1999-04-06,0.009944055,0.00017512
1999-04-07,0.011628252,0.000174606
1999-04-08,0.00914576,0.000172549
1999-04-09,0.003229467,0.000173063
1999-04-12,0.000232005,0.000171777
1999-04-13,-0.003464772,0.000169202
1999-04-14,0.050333862,0.000168686
1999-04-15,0.00433512,0.000167656
1999-04-16,0.057161376,0.000167398
1999-04-19,0.005009197,0.000166109
1999-04-20,-0.03526602,0.000164303
1999-04-21,-0.003847913,0.000164819
1999-04-22,0.014303079,0.000164819
1999-04-23,0.03370218,0.000164561
1999-04-26,0.022774701,0.000164819
1999-04-27,-0.004974936,0.000163787
1999-04-28,-0.04736529,0.00016327
1999-04-29,-2.65742E-05,0.000165335
1999-04-30,0.005235254,0.000171519
1999-05-03,0.019351513,0.000172806
1999-05-04,0.051052297,0.000170489
1999-05-06,9.86996E-05,0.000171777
1999-05-07,0.004465718,0.000172291
1999-05-10,-0.040319807,0.00017332
1999-05-11,-0.01059623,0.000173835
1999-05-12,-0.039786323,0.000174863
1999-05-13,-0.006115549,0.000175377
1999-05-14,-0.027106515,0.000176148
1999-05-17,0.015964783,0.000174606
1999-05-18,0.007802109,0.00017512
1999-05-19,-0.035892133,0.00017512
1999-05-20,0.002667231,0.000173835
1999-05-21,-0.020957367,0.000174092
1999-05-24,0.004442208,0.00017332
1999-05-25,0.030571498,0.000172549
1999-05-26,0.009179918,0.000172549
1999-05-27,0.00767897,0.000173578
1999-05-28,0.005162242,0.00017512
1999-05-31,0.02404826,0.00017512
1999-06-01,0.028233296,0.00017512
1999-06-02,0.004141935,0.00017512
1999-06-03,0.024787654,0.000174863
1999-06-04,0.056200627,0.000174092
1999-06-07,0.013391585,0.000172806
1999-06-08,-0.058739456,0.000173578
1999-06-09,0.065466856,0.000174606
1999-06-10,-0.008702661,0.000174349
1999-06-11,-0.031463216,0.000174349
1999-06-14,-0.022131377,0.000174606
1999-06-15,0.032113174,0.000174863
1999-06-16,0.00329102,0.000174606
1999-06-17,0.006572465,0.000174092
1999-06-18,0.037327062,0.000174606
1999-06-21,0.008020713,0.000175377
1999-06-22,0.01445255,0.000175377
1999-06-23,-0.012749963,0.000175377
1999-06-24,0.005448535,0.000175634
1999-06-25,0.023773354,0.000175377
1999-06-28,-0.006201207,0.00017512
1999-06-29,-0.016101176,0.00017512
1999-06-30,0.041879955,0.00017512
1999-07-01,0.014609013,0.00017512
1999-07-02,0.031518502,0.00017512
1999-07-05,0.027616219,0.00017512
1999-07-06,0.016726802,0.00017512
1999-07-07,-0.006829162,0.00017512
1999-07-08,0.028845673,0.000176148
1999-07-09,-0.023036588,0.000176662
1999-07-12,-0.016679114,0.000181283
1999-07-13,-0.034258228,0.000182052
1999-07-14,0.029853094,0.000181539
1999-07-15,0.039383387,0.000185127
1999-07-16,0.003683313,0.000188455
1999-07-19,-0.025503133,0.000194332
1999-07-20,-0.033391757,0.000193822
1999-07-21,0.011967548,0.000197139
1999-07-22,-0.07341347,0.000197394
1999-07-23,-0.035382779,0.000207066
1999-07-26,0.06404793,0.000202488
1999-07-27,0.016805728,0.000200452
1999-07-28,0.05744023,0.000200961
1999-07-29,-0.029027445,0.000200961
1999-07-30,-0.010219445,0.000208844
1999-08-02,0.014086121,0.000210113
1999-08-03,0.00217809,0.000209352
1999-08-04,-0.037295607,0.000209352
1999-08-05,-0.000862556,0.000210367
1999-08-06,0.011414746,0.000210621
1999-08-09,0.020748812,0.000211635
1999-08-10,-0.025375261,0.000213664
1999-08-11,0.005582154,0.000213664
1999-08-12,-0.033580871,0.000212396
1999-08-13,-0.01110663,0.000214171
1999-08-16,-0.037011727,0.000214678
1999-08-17,-0.005448094,0.000213917
1999-08-18,0.002577853,0.000214424
1999-08-19,0.008276131,0.000216451
1999-08-20,0.044615717,0.000221005
1999-08-23,0.016162079,0.000220752
1999-08-24,0.032807456,0.000218982
1999-08-25,-0.003239875,0.000218729
1999-08-26,0.000416719,0.000218729
1999-08-27,-0.018442538,0.000218982
1999-08-30,-0.004975758,0.000219488
1999-08-31,-0.034503348,0.000221005
1999-09-01,-0.007233413,0.000221511
1999-09-02,0.012959276,0.000222016
1999-09-03,0.035799785,0.000223279
1999-09-06,0.000742139,0.000223532
1999-09-07,-0.007405289,0.000223532
1999-09-08,0.014515492,0.000224037
1999-09-09,0.012045911,0.000224037
1999-09-10,0.019678164,0.000223784
1999-09-13,-0.012610739,0.000223784
1999-09-14,-0.016364838,0.000224289
1999-09-15,-0.038344057,0.000225552
1999-09-16,0.009867272,0.000227065
1999-09-17,0.009381755,0.000230846
1999-09-20,0.025206665,0.000230846
1999-09-21,-0.016554908,0.000228074
1999-09-22,-0.040124473,0.000227318
1999-09-27,-0.003385742,0.000222016
1999-09-28,-0.035360208,0.000223027
1999-09-29,-0.037634656,0.000224794
1999-09-30,0.00379105,0.000224289
1999-10-01,-0.024995532,0.000224037
1999-10-04,-0.032772462,0.000219235
1999-10-05,0.055283937,0.000217717
1999-10-06,0.01896302,0.000218729
1999-10-07,-0.013793103,0.000215438
1999-10-08,-0.005980391,0.000211128
1999-10-11,0.02619878,0.00020859
1999-10-12,-0.000852555,0.000207828
1999-10-13,0.012273237,0.000209352
1999-10-14,-0.003914459,0.000211128
1999-10-15,-0.042173354,0.000210621
1999-10-18,-0.017924357,0.000210874
1999-10-19,0.023723257,0.000209859
1999-10-20,-0.014662509,0.000206558
1999-10-21,0.001233949,0.000204778
1999-10-22,-0.025234283,0.000204524
1999-10-25,-0.002290822,0.000206049
1999-10-26,-0.004504335,0.000205032
1999-10-27,0.03469789,0.00020732
1999-10-28,0.015299348,0.000207574
1999-10-29,0.051637053,0.000209098
1999-11-01,0.015549598,0.000209098
1999-11-02,-0.003403806,0.000210621
1999-11-03,0.02780815,0.000211128
1999-11-04,0.001392819,0.000212396
1999-11-05,-0.006012551,0.000214678
1999-11-08,0.039510798,0.000214931
1999-11-09,-0.004981663,0.000214931
1999-11-10,0.009224935,0.000214678
1999-11-11,0.023052078,0.000213157
1999-11-12,0.005643481,0.000213157
1999-11-15,0.03384527,0.000213157
1999-11-16,-0.039772953,0.000213411
1999-11-17,0.002635278,0.000216198
1999-11-18,0.023624239,0.000221763
1999-11-19,-0.015335663,0.000222774
1999-11-22,-0.003916636,0.000223027
1999-11-23,-0.004886813,0.000230343
1999-11-24,0.003528356,0.000232357
1999-11-25,-0.02421071,0.000228578
1999-11-26,0.015908804,0.000227318
1999-11-29,0.033600896,0.00022757
1999-11-30,0.002508378,0.000228326
1999-12-01,-0.03128628,0.000230846
1999-12-02,-0.001353446,0.000231602
1999-12-03,0.032609483,0.000229587
1999-12-06,0.001813427,0.000228831
1999-12-07,-0.011600928,0.000228831
1999-12-08,-0.007871944,0.000228578
1999-12-09,0.038376813,0.000228578
1999-12-10,-0.004439337,0.000229335
1999-12-13,-0.010861737,0.000229839
1999-12-14,-0.038957153,0.000229839
1999-12-15,-0.015577326,0.000229839
1999-12-16,0.000727411,0.000230846
1999-12-17,0.018740914,0.00023135
1999-12-20,-0.0085311,0.000232106
1999-12-21,0.009418023,0.000235125
1999-12-22,0.006540405,0.000235377
1999-12-23,0.017933399,0.00023588
1999-12-24,0.014219013,0.00023588
1999-12-27,0.022212721,0.00023588
1999-12-28,0.030124408,0.00023588
2000-01-04,-0.068675404,0.00023588
2000-01-05,-0.025874218,0.000237137
2000-01-06,-0.012635435,0.000237388
2000-01-07,0.040678859,0.000237137
2000-01-10,-0.005986386,0.000236383
2000-01-11,-0.026820743,0.000236383
2000-01-12,-0.004146553,0.000237137
2000-01-13,-0.003175438,0.000236634
2000-01-14,0.037171819,0.000234874
2000-01-17,-0.001769606,0.000233364
2000-01-18,-0.043554451,0.000233616
2000-01-19,0.007584312,0.000232357
2000-01-20,-0.021926208,0.000230091
2000-01-21,0.00174024,0.000229839
2000-01-24,-0.038359032,0.000229839
2000-01-25,-0.006373286,0.000229839
2000-01-26,0.026752038,0.000230595
2000-01-27,0.035678541,0.000229335
2000-01-28,0.002346894,0.000226561
2000-01-31,-0.01602958,0.000226561
2000-02-01,0.015978466,0.000227318
2000-02-02,0.007026357,0.00022757
2000-02-03,0.024110206,0.000226561
2000-02-07,-0.012238858,0.000225804
2000-02-08,0.01542831,0.000227065
2000-02-09,-0.010112187,0.000227318
2000-02-10,-0.01341365,0.000226813
2000-02-11,-0.044428359,0.000226309
2000-02-14,-0.034220031,0.000224037
2000-02-15,-0.00022735,0.000222016
2000-02-16,0.020488914,0.000222774
2000-02-17,-0.020478652,0.000223784
2000-02-18,-0.038469413,0.000224037
2000-02-21,0.005560025,0.000224542
2000-02-22,0.036057975,0.000224542
2000-02-23,-0.015102138,0.000224037
2000-02-24,-0.003009096,0.000222774
2000-02-25,-0.052904852,0.000219994
2000-02-28,0.011440642,0.000218476
2000-02-29,0.080011589,0.000218223
2000-03-02,0.000190016,0.000218982
2000-03-03,0.016204195,0.000219994
2000-03-06,-0.002188424,0.000220246
2000-03-07,0.009478255,0.000220246
2000-03-08,-0.034227133,0.000221005
2000-03-09,0.007653263,0.000220499
2000-03-10,-0.041173039,0.000220246
2000-03-13,-0.009266843,0.000219994
2000-03-14,-0.010877011,0.000220246
2000-03-15,0.004405812,0.000220752
2000-03-16,0.017058558,0.000220499
2000-03-17,-0.005914186,0.000220499
2000-03-20,0.01516737,0.000220499
