Code,,1989-12,1990-12,1991-12,1992-12,1993-12,1994-12,1995-12,1996-12,1997-12,1998-12,1999-12,2000-12,2001-12,2002-12,2003-12,2004-12,2005-12,2006-12,2007-12,2008-12,2009-12,2010-12,2011-12,2012-12,2013-12,2014-12,2015-12,2016-12,2017-12,2018-12,2019-12,2020-07
A205100,영업이익,,,,,,,,,,,,,,,,,,,,,,,2047940.000000 ,2307839.000000 ,4126753.000000 ,4797493.000000 ,4621473.390000 ,1378082.480000 ,5413364.000000 ,4494336.680000 ,6315139.790000 ,
A205100,자산총계,,,,,,,,,,,,,,,,,,,,,,,12575762.000000 ,14570559.000000 ,18616090.000000 ,22597443.000000 ,37299037.390000 ,55098711.810000 ,61720037.000000 ,77768734.010000 ,86036974.920000 ,
A138580,자본총계,,,,,,,,,,,,,,,,,,,,,,,,,939695.000000 ,4079992.000000 ,,9763892.100000 ,32012488.930000 ,35406974.870000 ,37271295.680000 ,
A138580,우선주자본금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A138580,이연법인세자산,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052914.870000 ,390338.890000 ,239749.710000 ,665166.100000 ,
A138580,영업이익,,,,,,,,,,,,,,,,,,,,,,,,,4322509.000000 ,3795319.000000 ,,4741680.000000 ,5703958.650000 ,5676147.900000 ,6196229.150000 ,
A138580,자산총계,,,,,,,,,,,,,,,,,,,,,,,,,8428382.000000 ,6533975.000000 ,,16765607.560000 ,35900984.370000 ,39787118.380000 ,64059044.490000 ,
A950170,자본총계,,,,,,,,,,,,,,,,,,,,,,,,,,,119112953.000000 ,121219526.000000 ,143961529.000000 ,244031488.000000 ,243299526.000000 ,
A950170,우선주자본금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A950170,이연법인세자산,,,,,,,,,,,,,,,,,,,,,,,,,,,1494598.000000 ,,,1962762.000000 ,5700351.000000 ,
A950170,영업이익,,,,,,,,,,,,,,,,,,,,,,,,,,,90424574.000000 ,32460792.000000 ,30993962.000000 ,22884390.000000 ,24534103.000000 ,
A950170,자산총계,,,,,,,,,,,,,,,,,,,,,,,,,,,252895442.000000 ,250424942.000000 ,238437075.000000 ,360103759.000000 ,581944792.000000 ,
A011320,자본총계,2663738.000000 ,3177789.000000 ,6593777.000000 ,6844813.000000 ,8042697.000000 ,8876816.000000 ,9844324.000000 ,10005184.000000 ,,-2827868.000000 ,11245368.000000 ,-1126957.000000 ,14535446.000000 ,16208495.000000 ,14127962.000000 ,14501266.000000 ,18263853.000000 ,20874343.000000 ,24481388.000000 ,25840740.000000 ,35062546.000000 ,41578685.000000 ,45454926.230000 ,51648384.480000 ,65047029.400000 ,73131454.640000 ,77347035.530000 ,83224090.860000 ,88866043.230000 ,89642206.710000 ,100167818.380000 ,
A011320,우선주자본금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A011320,이연법인세자산,,,,,,,,,,,2672594.000000 ,,,126935.000000 ,,,,,,1043624.000000 ,,,,,106124.600000 ,455814.040000 ,827869.070000 ,382487.200000 ,409033.790000 ,1833659.600000 ,2137278.540000 ,
A011320,영업이익,818632.000000 ,1284196.000000 ,1159469.000000 ,1904408.000000 ,1988533.000000 ,1624729.000000 ,3194460.000000 ,7273960.000000 ,,-2701500.000000 ,396454.000000 ,-3045501.000000 ,1108188.000000 ,2014931.000000 ,2431592.000000 ,1426052.000000 ,1903949.000000 ,2120428.000000 ,1987302.000000 ,-2208808.000000 ,2412675.000000 ,5042877.000000 ,4915560.180000 ,8598326.730000 ,16610465.710000 ,10026053.850000 ,6071883.680000 ,8857158.420000 ,4170917.590000 ,-15125.640000 ,3138145.550000 ,
A011320,자산총계,12511492.000000 ,15582546.000000 ,24767140.000000 ,34315800.000000 ,39415495.000000 ,52741606.000000 ,58906086.000000 ,66804975.000000 ,,47692081.000000 ,59762193.000000 ,42967920.000000 ,45847902.000000 ,43801327.000000 ,44071586.000000 ,45943247.000000 ,50589362.000000 ,54314837.000000 ,65821339.000000 ,73178745.000000 ,97784252.000000 ,114282960.000000 ,130860812.010000 ,139780151.770000 ,159687674.180000 ,168064964.550000 ,176866464.910000 ,187345555.570000 ,198353087.010000 ,194376600.780000 ,211759011.990000 ,
A005680,자본총계,,57758362.000000 ,65416654.000000 ,68452415.000000 ,76883718.000000 ,88891746.000000 ,100574105.000000 ,114612010.000000 ,125373884.000000 ,131708790.000000 ,269677467.000000 ,288272059.000000 ,300928914.000000 ,321719549.000000 ,341473321.000000 ,344533566.000000 ,361512744.000000 ,355419467.000000 ,356529806.000000 ,378266909.000000 ,383075067.000000 ,409385818.000000 ,427348282.670000 ,426293652.710000 ,437169120.960000 ,452916696.740000 ,463273636.960000 ,468629572.940000 ,470832970.910000 ,480471440.070000 ,484393092.180000 ,
A005680,우선주자본금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005680,이연법인세자산,,,,,,,,,,,,,,,,,,,,,,,368749.430000 ,222817.520000 ,311063.930000 ,733226.390000 ,406501.880000 ,,,,,
A005680,영업이익,,15644373.000000 ,10737488.000000 ,3294029.000000 ,13932823.000000 ,16636739.000000 ,12638187.000000 ,16209976.000000 ,16201659.000000 ,13190322.000000 ,22150706.000000 ,28726961.000000 ,6863240.000000 ,10155465.000000 ,12616238.000000 ,9287406.000000 ,1935216.000000 ,-7907950.000000 ,-9329035.000000 ,1136914.000000 ,4563514.000000 ,19113005.000000 ,23148756.990000 ,11520516.150000 ,10848195.470000 ,14246375.370000 ,11675246.450000 ,9650048.540000 ,8928340.790000 ,13097452.340000 ,4637105.880000 ,
A005680,자산총계,,76548411.000000 ,87477954.000000 ,91792224.000000 ,105192288.000000 ,127469498.000000 ,156860955.000000 ,204242514.000000 ,222697019.000000 ,206646560.000000 ,355573860.000000 ,376042036.000000 ,350819484.000000 ,397674325.000000 ,382399024.000000 ,367022572.000000 ,394784968.000000 ,380873996.000000 ,399128151.000000 ,416726139.000000 ,413428094.000000 ,448331872.000000 ,469332843.780000 ,456241229.350000 ,466995272.230000 ,481517084.030000 ,486762191.680000 ,492573625.880000 ,497600533.270000 ,508021433.070000 ,502682602.780000 ,
A195990,자본총계,,,,,,,,,,,,,,,,,,2254896.000000 ,2987298.000000 ,10956404.000000 ,11852241.000000 ,17200692.000000 ,28340510.000000 ,37698883.000000 ,40680947.000000 ,66790888.000000 ,103842748.620000 ,114227287.240000 ,102067727.150000 ,115577803.370000 ,130908897.810000 ,
A195990,우선주자본금,,,,,,,,,,,,,,,,,,,,,,,196500.000000 ,196500.000000 ,,617000.000000 ,,,,,,
A195990,이연법인세자산,,,,,,,,,,,,,,,,,,,,,,,,,,,,10176.360000 ,1199308.410000 ,2047611.950000 ,3329960.810000 ,
A195990,영업이익,,,,,,,,,,,,,,,,,,861534.000000 ,972969.000000 ,1490406.000000 ,645217.000000 ,5477451.000000 ,10426672.000000 ,12862255.000000 ,8726616.000000 ,17152201.000000 ,12708514.350000 ,1049599.330000 ,-11669409.770000 ,-4143717.280000 ,-29914886.180000 ,
A195990,자산총계,,,,,,,,,,,,,,,,,,12216878.000000 ,9900433.000000 ,22698756.000000 ,32416286.000000 ,37452910.000000 ,40334081.000000 ,48398562.000000 ,65682161.000000 ,119406641.000000 ,137026755.680000 ,166420843.790000 ,171929134.040000 ,176470722.930000 ,188942134.740000 ,
A005160,자본총계,,31754140.000000 ,34817929.000000 ,20061927.000000 ,22083762.000000 ,22388061.000000 ,19931642.000000 ,14803998.000000 ,14476258.000000 ,104027732.000000 ,100977806.000000 ,75044022.000000 ,69317057.000000 ,73487316.000000 ,84166166.000000 ,90405033.000000 ,94096306.000000 ,111520718.000000 ,116899425.000000 ,186451531.000000 ,293918668.000000 ,309502468.000000 ,408957914.610000 ,410931715.360000 ,407761799.110000 ,430701527.690000 ,452144788.140000 ,514427309.380000 ,524987248.750000 ,521099723.210000 ,529831767.790000 ,
A005160,우선주자본금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005160,이연법인세자산,,,,,,,,,,,1597006.000000 ,7161714.000000 ,6209084.000000 ,2911382.000000 ,,,,,,,,,3390791.910000 ,1922207.990000 ,1168653.220000 ,6912220.440000 ,5561299.290000 ,5243375.590000 ,4853265.960000 ,2264634.130000 ,1152644.910000 ,
A005160,영업이익,,5660863.000000 ,16853137.000000 ,9849715.000000 ,12351058.000000 ,9752169.000000 ,12969799.000000 ,9393089.000000 ,18677837.000000 ,4912279.000000 ,11710623.000000 ,6984816.000000 ,22421173.000000 ,25607282.000000 ,27658945.000000 ,32534185.000000 ,6721782.000000 ,4201200.000000 ,1266367.000000 ,21093753.000000 ,-20081158.000000 ,25770825.000000 ,14492059.950000 ,16397061.070000 ,19638662.460000 ,27203299.550000 ,36721618.020000 ,50541292.480000 ,38377945.380000 ,14777036.970000 ,32924085.220000 ,
A005160,자산총계,,175364848.000000 ,266192738.000000 ,203740791.000000 ,171300802.000000 ,204181969.000000 ,193425605.000000 ,240443912.000000 ,231410297.000000 ,293405638.000000 ,299985355.000000 ,274902492.000000 ,242856593.000000 ,214910283.000000 ,234632109.000000 ,229541324.000000 ,273626724.000000 ,299611363.000000 ,348761101.000000 ,520969773.000000 ,498840981.000000 ,504261477.000000 ,752355124.770000 ,719246797.440000 ,765167805.530000 ,833278627.570000 ,792329474.400000 ,835966016.300000 ,827026978.950000 ,781595349.040000 ,752912818.300000 ,
A067310,자본총계,,,,,,,,,,,,,,5903518.000000 ,10012645.000000 ,23033282.000000 ,54271245.000000 ,57253354.000000 ,58922704.000000 ,46506814.000000 ,57166367.000000 ,98639226.000000 ,149681627.220000 ,138317456.050000 ,125602690.710000 ,139745833.730000 ,147388705.280000 ,140300926.350000 ,181737554.400000 ,206250270.370000 ,236459621.170000 ,
A067310,우선주자본금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A067310,이연법인세자산,,,,,,,,,,,,,,14306.000000 ,114660.000000 ,34562.000000 ,,,,683115.000000 ,2494451.000000 ,3197106.000000 ,5397862.960000 ,7905853.130000 ,11058672.060000 ,4135255.720000 ,3120836.890000 ,4582922.040000 ,908156.360000 ,792137.040000 ,,
A067310,영업이익,,,,,,,,,,,,,,1681194.000000 ,4381890.000000 ,8885177.000000 ,8106790.000000 ,6300841.000000 ,9567425.000000 ,2082209.000000 ,6667706.000000 ,30658798.000000 ,13325654.290000 ,-7338616.070000 ,-5465868.280000 ,23813469.440000 ,16400492.270000 ,-17957770.900000 ,41052107.720000 ,53421678.480000 ,45252915.480000 ,
A067310,자산총계,,,,,,,,,,,,,,12541113.000000 ,32044432.000000 ,53206132.000000 ,99891604.000000 ,128958807.000000 ,141546656.000000 ,151376214.000000 ,184229815.000000 ,271484354.000000 ,304886197.480000 ,310429014.990000 ,368146437.340000 ,384967704.330000 ,394754213.960000 ,408520469.460000 ,520037566.650000 ,604901999.010000 ,706702383.620000 ,
